,pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,lon,lat
10563,2017077451.0,1.0,1.0,1.0,4000.0,768.0,602.0,,14730412.0,,,,,11.0,2017.0,3.0,87.0,4.0,5.0,7.0,3.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200966.0,741672.0,35.007098761428985,32.769524514414904
10604,2017077790.0,1.0,1.0,2.0,4000.0,763.0,,9999.0,,,,,,11.0,2017.0,12.0,34.0,4.0,1.0,5.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199999.0,743322.0,34.99674372466144,32.78438575988477
10629,2017077965.0,1.0,1.0,2.0,4000.0,591.0,,9999.0,,,,,,11.0,2017.0,11.0,60.0,4.0,1.0,7.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196210.0,745702.0,34.956238691945934,32.80577233285739
10654,2017078178.0,1.0,1.0,1.0,4000.0,811.0,512.0,,10800223.0,,,,,11.0,2017.0,10.0,34.0,4.0,1.0,6.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199728.0,747138.0,34.99376982214594,32.818789367344934
10657,2017078187.0,1.0,1.0,1.0,4000.0,538.0,542.0,,170316.0,,,,,11.0,2017.0,4.0,46.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198413.0,748837.0,34.9796889449412,32.834084567677856
10707,2017078584.0,1.0,1.0,2.0,4000.0,362.0,,40.0,,,,,,11.0,2017.0,3.0,11.0,4.0,5.0,6.0,2.0,8.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199407.0,747035.0,34.99034423110502,32.81785481659726
10720,2017078672.0,1.0,1.0,2.0,4000.0,215.0,,9999.0,,,,,,11.0,2017.0,10.0,30.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,206756.0,747474.0,35.06881436785931,32.82192281914767
10772,2017079036.0,1.0,1.0,2.0,4000.0,748.0,,6.0,,,,,,11.0,2017.0,1.0,29.0,4.0,1.0,6.0,3.0,4.0,0.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196445.0,747245.0,34.95870949807055,32.819690276414576
10773,2017079039.0,1.0,1.0,1.0,4000.0,236.0,163.0,,170121.0,,,,,11.0,2017.0,5.0,71.0,4.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206739.0,747985.0,35.06862581494739,32.826530252701325
10782,2017079091.0,1.0,1.0,2.0,4000.0,1084.0,,9999.0,,,,,,11.0,2017.0,9.0,89.0,4.0,5.0,7.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201325.0,743768.0,35.01088934979739,32.78842997082233
10818,2017079359.0,1.0,1.0,2.0,4000.0,195.0,,9999.0,,,,,,11.0,2017.0,9.0,51.0,4.0,1.0,4.0,3.0,2.0,0.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205213.0,745241.0,35.05237099796988,32.80176914862441
10826,2017079408.0,1.0,1.0,1.0,4000.0,1161.0,592.0,,16460323.0,,,,,11.0,2017.0,5.0,27.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196225.0,746476.0,34.95637946227772,32.812751692929574
10855,2017079661.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2017.0,4.0,61.0,4.0,1.0,2.0,3.0,10.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
10900,2017079995.0,1.0,1.0,1.0,4000.0,1012.0,303.0,,8120132.0,,,,,11.0,2017.0,3.0,60.0,4.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,1.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,201290.0,745244.0,35.010486841854444,32.80173834421553
10931,2017080244.0,1.0,1.0,1.0,4000.0,988.0,981.0,,16510424.0,,,,,11.0,2017.0,11.0,34.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,196579.0,746792.0,34.96015161340147,32.81560844730884
10938,2017080305.0,1.0,1.0,1.0,4000.0,834.0,825.0,,10170513.0,,,,,11.0,2017.0,2.0,59.0,4.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,1.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199881.0,745961.0,34.99542848535747,32.80817924996633
11042,2017081072.0,1.0,1.0,1.0,4000.0,110.0,239.0,,30111.0,,,,,11.0,2017.0,4.0,58.0,4.0,1.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205511.0,748542.0,35.05550297346224,32.83153774082081
11064,2017081248.0,1.0,1.0,1.0,4000.0,592.0,988.0,,17340323.0,,,,,11.0,2017.0,5.0,49.0,4.0,1.0,7.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,4.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,196626.0,746612.0,34.960657918197846,32.81398639313027
11071,2017081280.0,1.0,1.0,1.0,4000.0,512.0,355.0,,7760223.0,,,,,11.0,2017.0,12.0,94.0,4.0,5.0,5.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199939.0,747132.0,34.99602312546013,32.8187390368421
11092,2017081484.0,1.0,1.0,2.0,4000.0,1072.0,,13.0,,,,,,11.0,2017.0,5.0,65.0,4.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,201718.0,742800.0,35.015103090939874,32.77970800086896
11104,2017081559.0,1.0,1.0,1.0,4000.0,129.0,257.0,,18380037.0,,,,,11.0,2017.0,1.0,89.0,4.0,5.0,5.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206710.0,749513.0,35.068295088990695,32.84030770243815
11112,2017081593.0,1.0,1.0,2.0,4000.0,766.0,,5.0,,,,,,11.0,2017.0,2.0,84.0,4.0,5.0,1.0,1.0,10.0,3.0,0.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198900.0,741170.0,34.985060113825234,32.7649613513959
11134,2017081743.0,1.0,1.0,2.0,4000.0,564.0,,9999.0,,,,,,11.0,2017.0,9.0,39.0,4.0,1.0,7.0,3.0,8.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196380.0,744429.0,34.95808543266665,32.79429744707984
11136,2017081773.0,1.0,1.0,1.0,4000.0,367.0,377.0,,18210001.0,,,,,11.0,2017.0,4.0,38.0,4.0,1.0,6.0,3.0,5.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205294.0,746779.0,35.053212320404526,32.81563819600934
11141,2017081798.0,1.0,1.0,2.0,4000.0,367.0,,9999.0,,,,,,11.0,2017.0,9.0,41.0,4.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,204872.0,746137.0,35.048716206529825,32.80984382480298
11158,2017081970.0,1.0,1.0,2.0,4000.0,625.0,,128.0,,,,,,11.0,2017.0,4.0,53.0,4.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198995.0,743703.0,34.986018184310865,32.78780297447613
11169,2017082045.0,1.0,1.0,1.0,4000.0,1394.0,1041.0,,17070621.0,,,,,11.0,2017.0,4.0,47.0,4.0,1.0,7.0,3.0,5.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201249.0,742635.0,35.01010026353357,32.77821254285577
11173,2017082099.0,1.0,1.0,1.0,4000.0,1026.0,1025.0,,120616.0,,,,,11.0,2017.0,5.0,81.0,4.0,5.0,3.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201759.0,744033.0,35.01551722615954,32.79082652554088
11209,2017082352.0,1.0,1.0,2.0,4000.0,865.0,,2.0,,,,,,11.0,2017.0,5.0,33.0,4.0,1.0,7.0,3.0,8.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200081.0,746672.0,34.99754909240177,32.81459379311716
11225,2017082452.0,1.0,1.0,2.0,4000.0,554.0,,93.0,,,,,,11.0,2017.0,5.0,68.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,197351.0,747693.0,34.968373672018096,32.82374843494272
11233,2017082536.0,1.0,1.0,2.0,4000.0,275.0,,9999.0,,,,,,11.0,2017.0,6.0,69.0,4.0,1.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,206955.0,746129.0,35.070957615724836,32.80979736967917
11285,2017082944.0,1.0,1.0,1.0,4000.0,309.0,301.0,,290211.0,,,,,11.0,2017.0,8.0,92.0,4.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201239.0,745528.0,35.00993676298053,32.80429829741804
11286,2017082955.0,1.0,1.0,2.0,4000.0,823.0,,11.0,,,,,,11.0,2017.0,5.0,52.0,4.0,1.0,5.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,200377.0,745764.0,35.000728476419404,32.80641165101006
11353,2017083402.0,1.0,1.0,2.0,4000.0,360.0,,86.0,,,,,,11.0,2017.0,7.0,50.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,9.0,7.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199562.0,747389.0,34.9919917948881,32.821049603803765
11414,2017083898.0,1.0,1.0,1.0,4000.0,512.0,399.0,,180233.0,,,,,11.0,2017.0,6.0,90.0,4.0,5.0,6.0,2.0,4.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199353.0,747141.0,34.98976529662914,32.81880961641525
11426,2017084004.0,1.0,1.0,1.0,4000.0,1128.0,991.0,,18380365.0,,,,,11.0,2017.0,4.0,53.0,4.0,1.0,4.0,2.0,10.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199643.0,744433.0,34.992919913308256,32.794397181513254
11452,2017084154.0,1.0,1.0,1.0,4000.0,845.0,859.0,,120525.0,,,,,11.0,2017.0,5.0,65.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,4.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,199975.0,746586.0,34.99641902424401,32.81381646717311
11509,2017084611.0,1.0,1.0,2.0,4000.0,554.0,,9999.0,,,,,,11.0,2017.0,12.0,77.0,4.0,5.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196295.0,747467.0,34.957102155263115,32.82168885993978
11513,2017084634.0,1.0,1.0,1.0,4000.0,576.0,1231.0,,18380745.0,,,,,11.0,2017.0,12.0,74.0,4.0,5.0,4.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,197229.0,744241.0,34.967153529320015,32.792619771380856
11514,2017084638.0,1.0,1.0,1.0,4000.0,170.0,163.0,,280121.0,,,,,11.0,2017.0,8.0,41.0,4.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206776.0,748170.0,35.069018426661046,32.828198804362366
11528,2017084714.0,1.0,1.0,2.0,4000.0,522.0,,11.0,,,,,,11.0,2017.0,4.0,51.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,198256.0,748138.0,34.978028117407426,32.82777877889478
11581,2017085108.0,1.0,1.0,2.0,4000.0,348.0,,106.0,,,,,,11.0,2017.0,8.0,89.0,4.0,5.0,7.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,1.0,4.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,200035.0,747374.0,34.99704319782443,32.82092281945549
11681,2017085790.0,1.0,1.0,2.0,4000.0,811.0,,121.0,,,,,,11.0,2017.0,1.0,75.0,4.0,5.0,2.0,3.0,5.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198769.0,746741.0,34.98353794171641,32.81519202611943
11711,2017085993.0,1.0,1.0,2.0,4000.0,377.0,,2.0,,,,,,11.0,2017.0,6.0,48.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205154.0,746891.0,35.05171564214888,32.81664627385986
11725,2017086121.0,1.0,1.0,2.0,4000.0,129.0,,98.0,,,,,,11.0,2017.0,6.0,27.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206675.0,749406.0,35.06792272409114,32.83934249059861
11761,2017086383.0,1.0,1.0,1.0,4000.0,1012.0,1179.0,,18380094.0,,,,,11.0,2017.0,12.0,42.0,4.0,1.0,5.0,3.0,2.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201291.0,745464.0,35.01049321166213,32.803722077335394
11768,2017086458.0,1.0,1.0,2.0,4000.0,215.0,,24.0,,,,,,11.0,2017.0,3.0,6.0,4.0,5.0,2.0,3.0,8.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206975.0,747340.0,35.071154868650225,32.82071706658188
11802,2017086714.0,1.0,1.0,1.0,4000.0,355.0,512.0,,7760223.0,,,,,11.0,2017.0,10.0,68.0,4.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199939.0,747132.0,34.99602312546013,32.8187390368421
11811,2017086784.0,1.0,1.0,2.0,4000.0,348.0,,102.0,,,,,,11.0,2017.0,6.0,51.0,4.0,1.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200007.0,747400.0,34.99674364539973,32.82115676217153
11815,2017086814.0,1.0,1.0,1.0,4000.0,576.0,1231.0,,18380745.0,,,,,11.0,2017.0,2.0,86.0,4.0,5.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,197229.0,744241.0,34.967153529320015,32.792619771380856
11835,2017087006.0,1.0,1.0,1.0,4000.0,865.0,864.0,,8400525.0,,,,,11.0,2017.0,4.0,31.0,4.0,1.0,4.0,3.0,10.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200283.0,746458.0,34.999710485634765,32.8126677276773
11845,2017087070.0,1.0,1.0,2.0,4000.0,360.0,,9999.0,,,,,,11.0,2017.0,8.0,50.0,4.0,1.0,6.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199210.0,747568.0,34.98822893724323,32.8226571861233
11860,2017087159.0,1.0,1.0,2.0,4000.0,1231.0,,9999.0,,,,,,11.0,2017.0,6.0,46.0,4.0,1.0,5.0,3.0,4.0,0.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196972.0,744251.0,34.96440970584032,32.79270471295796
11875,2017087256.0,1.0,1.0,2.0,4000.0,6589.0,,9999.0,,,,,,11.0,2017.0,4.0,23.0,4.0,5.0,3.0,3.0,8.0,0.0,3.0,1.0,1.0,2.0,5.0,6.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201884.0,742888.0,35.01687329492528,32.78050415570529
11878,2017087272.0,1.0,1.0,2.0,4000.0,6525.0,,9999.0,,,,,,11.0,2017.0,6.0,47.0,4.0,1.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200582.0,746428.0,35.002903769176726,32.81240240035181
11926,2017087687.0,1.0,1.0,1.0,4000.0,323.0,309.0,,8050132.0,,,,,11.0,2017.0,7.0,66.0,4.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200849.0,746215.0,35.005759016520095,32.81048636105772
11949,2017087860.0,1.0,1.0,2.0,4000.0,1401.0,,9999.0,,,,,,11.0,2017.0,2.0,44.0,4.0,1.0,7.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,7.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200812.0,743652.0,35.00541543303365,32.787375428471925
11975,2017088001.0,1.0,1.0,2.0,4000.0,1161.0,,9999.0,,,,,,11.0,2017.0,5.0,94.0,4.0,5.0,7.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196193.0,746758.0,34.95603069836289,32.815293765602114
11984,2017088050.0,1.0,1.0,2.0,4000.0,625.0,,9999.0,,,,,,11.0,2017.0,11.0,77.0,4.0,5.0,5.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199040.0,744072.0,34.98649043925473,32.79113104684879
12038,2017088396.0,1.0,1.0,1.0,4000.0,512.0,355.0,,7760223.0,,,,,11.0,2017.0,8.0,32.0,4.0,1.0,6.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199939.0,747132.0,34.99602312546013,32.8187390368421
12064,2017088604.0,1.0,1.0,1.0,4000.0,323.0,473.0,,18380186.0,,,,,11.0,2017.0,3.0,72.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200798.0,746169.0,35.00521538533992,32.81007071945332
12084,2017088774.0,1.0,1.0,2.0,4000.0,512.0,,127.0,,,,,,11.0,2017.0,3.0,79.0,4.0,5.0,5.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198470.0,747574.0,34.98032632789091,32.82269739137556
12090,2017088828.0,1.0,1.0,1.0,4000.0,915.0,916.0,,230515.0,,,,,11.0,2017.0,5.0,67.0,4.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199623.0,745224.0,34.99268949767414,32.80152918115461
12122,2017089087.0,1.0,1.0,2.0,4000.0,823.0,,93.0,,,,,,11.0,2017.0,4.0,31.0,4.0,1.0,5.0,3.0,8.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199571.0,745996.0,34.9921177740309,32.80848927265432
12141,2017089249.0,1.0,1.0,1.0,4000.0,811.0,386.0,,10820231.0,,,,,11.0,2017.0,2.0,92.0,4.0,5.0,6.0,3.0,11.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199681.0,747052.0,34.99326976389144,32.81801307183515
12153,2017089347.0,1.0,1.0,2.0,4000.0,,,9999.0,,,,,,11.0,2017.0,8.0,56.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
12165,2017089416.0,1.0,1.0,1.0,4000.0,635.0,726.0,,18380661.0,,,,,11.0,2017.0,2.0,60.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,198401.0,746885.0,34.97960512258687,32.816483459650144
12250,2017090051.0,1.0,1.0,1.0,4000.0,505.0,1161.0,,14620222.0,,,,,11.0,2017.0,8.0,69.0,4.0,1.0,7.0,2.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198811.0,748178.0,34.98395442111118,32.828150031482835
12255,2017090082.0,1.0,1.0,2.0,4000.0,811.0,,62.0,,,,,,11.0,2017.0,11.0,96.0,4.0,5.0,3.0,3.0,5.0,2.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199225.0,746481.0,34.988412839888916,32.81285613647822
12285,2017090350.0,1.0,1.0,2.0,4000.0,1012.0,,31.0,,,,,,11.0,2017.0,4.0,79.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201481.0,744996.0,35.012530863802944,32.79950529480259
12323,2017090601.0,1.0,1.0,2.0,4000.0,522.0,,7.0,,,,,,11.0,2017.0,4.0,28.0,3.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,198272.0,748212.0,34.97819729990272,32.828446333829426
