,pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,lon,lat
12329,2017090643.0,1.0,1.0,1.0,4000.0,195.0,199.0,,340131.0,,,,,11.0,2017.0,12.0,68.0,4.0,5.0,6.0,3.0,2.0,0.0,3.0,3.0,1.0,5.0,3.0,10.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206151.0,745871.0,35.06237658296945,32.80746156321044
12335,2017090693.0,1.0,1.0,1.0,4000.0,587.0,526.0,,7460315.0,,,,,11.0,2017.0,12.0,45.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199124.0,748760.0,34.9872843899067,32.83340367476464
12399,2017091215.0,1.0,1.0,1.0,4000.0,1020.0,1026.0,,140616.0,,,,,11.0,2017.0,12.0,69.0,4.0,5.0,7.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201880.0,744113.0,35.0168074151598,32.79154982000007
12491,2017091881.0,1.0,1.0,2.0,4000.0,162.0,,56.0,,,,,,11.0,2017.0,4.0,67.0,4.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,206981.0,747602.0,35.07121541619855,32.82307956083608
12498,2017091917.0,1.0,1.0,2.0,4000.0,399.0,,20.0,,,,,,11.0,2017.0,5.0,78.0,4.0,5.0,7.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199483.0,747392.0,34.99114810253965,32.82107522010278
12529,2017092153.0,1.0,1.0,1.0,4000.0,512.0,588.0,,16940313.0,,,,,11.0,2017.0,11.0,56.0,4.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198531.0,747469.0,34.98098011831825,32.82175178662408
12547,2017092294.0,1.0,1.0,2.0,4000.0,512.0,,91.0,,,,,,11.0,2017.0,4.0,63.0,4.0,1.0,5.0,3.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,198887.0,747247.0,34.98478673583607,32.81975677255839
12549,2017092300.0,1.0,1.0,1.0,4000.0,811.0,386.0,,10820231.0,,,,,11.0,2017.0,12.0,92.0,4.0,5.0,1.0,3.0,5.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199681.0,747052.0,34.99326976389144,32.81801307183515
12562,2017092372.0,1.0,1.0,2.0,4000.0,690.0,,77.0,,,,,,11.0,2017.0,11.0,72.0,4.0,5.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198246.0,745923.0,34.977971989409276,32.807806256426325
12580,2017092475.0,1.0,1.0,2.0,4000.0,628.0,,5.0,,,,,,11.0,2017.0,11.0,52.0,4.0,1.0,5.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,2.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199104.0,744044.0,34.98717426914417,32.79087976057174
12626,2017092842.0,1.0,1.0,1.0,4000.0,505.0,512.0,,10630313.0,,,,,11.0,2017.0,7.0,94.0,4.0,5.0,6.0,3.0,2.0,0.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198748.0,747312.0,34.98330094861442,32.82034025528086
12690,2017093352.0,1.0,1.0,1.0,4000.0,275.0,195.0,,210131.0,,,,,11.0,2017.0,1.0,19.0,4.0,5.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,9.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206851.0,746234.0,35.069845725741914,32.810742956737286
12694,2017093388.0,1.0,1.0,2.0,4000.0,974.0,,2.0,,,,,,11.0,2017.0,2.0,63.0,4.0,1.0,6.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,197104.0,743988.0,34.96582519361811,32.79033596503484
12716,2017093539.0,1.0,1.0,2.0,4000.0,1073.0,,31.0,,,,,,11.0,2017.0,10.0,91.0,1.0,5.0,5.0,3.0,8.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,8.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,202536.0,743268.0,35.02382582436522,32.78394081439521
12722,2017093616.0,1.0,1.0,1.0,4000.0,413.0,801.0,,10530233.0,,,,,11.0,2017.0,7.0,93.0,4.0,5.0,6.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198901.0,747149.0,34.98493840993526,32.81887338293893
12748,2017093810.0,1.0,1.0,2.0,4000.0,1161.0,,9999.0,,,,,,11.0,2017.0,1.0,37.0,4.0,1.0,5.0,3.0,11.0,0.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196193.0,746758.0,34.95603069836289,32.815293765602114
12800,2017094145.0,1.0,1.0,2.0,4000.0,690.0,,16.0,,,,,,11.0,2017.0,12.0,95.0,4.0,5.0,2.0,3.0,4.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198925.0,745547.0,34.98523015732543,32.80442881217243
12825,2017094350.0,1.0,1.0,2.0,4000.0,309.0,,20.0,,,,,,11.0,2017.0,10.0,62.0,4.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200893.0,746158.0,35.00622997067062,32.80997314335779
12881,2017094729.0,1.0,1.0,2.0,4000.0,1061.0,,12.0,,,,,,11.0,2017.0,2.0,32.0,4.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200520.0,742737.0,35.002317041615285,32.779119958471135
12890,2017094808.0,1.0,1.0,1.0,4000.0,110.0,242.0,,300112.0,,,,,11.0,2017.0,5.0,46.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206124.0,748043.0,35.062057069843966,32.82704593532109
12913,2017095019.0,1.0,1.0,2.0,4000.0,348.0,,9999.0,,,,,,11.0,2017.0,12.0,56.0,4.0,1.0,7.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200286.0,747145.0,34.9997283170639,32.81886236894626
12923,2017095114.0,1.0,1.0,1.0,4000.0,690.0,592.0,,20323.0,,,,,11.0,2017.0,1.0,47.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,9.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196816.0,746835.0,34.96268128719618,32.81600108334317
12957,2017095389.0,1.0,1.0,1.0,4000.0,526.0,541.0,,480316.0,,,,,11.0,2017.0,8.0,67.0,4.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198358.0,748625.0,34.979106351438126,32.83217194335803
12974,2017095517.0,1.0,1.0,1.0,4000.0,1507.0,1502.0,,18380642.0,,,,,11.0,2017.0,1.0,21.0,4.0,5.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207209.0,749335.0,35.073627352483115,32.838708383046715
12981,2017095559.0,1.0,1.0,1.0,4000.0,215.0,195.0,,11670122.0,,,,,11.0,2017.0,5.0,9.0,4.0,5.0,4.0,3.0,2.0,0.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207561.0,746985.0,35.077417222414525,32.817522571676214
12983,2017095564.0,1.0,1.0,2.0,4000.0,838.0,,27.0,,,,,,11.0,2017.0,1.0,47.0,4.0,1.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199633.0,746319.0,34.99277286577408,32.81140284331306
12994,2017095615.0,1.0,1.0,1.0,4000.0,215.0,160.0,,70121.0,,,,,11.0,2017.0,6.0,35.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,206622.0,747554.0,35.06738227704471,32.822642612347316
12996,2017095621.0,1.0,1.0,1.0,4000.0,110.0,242.0,,300112.0,,,,,11.0,2017.0,7.0,90.0,4.0,5.0,7.0,3.0,8.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206124.0,748043.0,35.062057069843966,32.82704593532109
13018,2017095775.0,1.0,1.0,2.0,4000.0,813.0,,128.0,,,,,,11.0,2017.0,6.0,31.0,4.0,1.0,1.0,3.0,7.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199445.0,745359.0,34.99078616983215,32.8027432330326
13039,2017095872.0,1.0,1.0,2.0,4000.0,1099.0,,9999.0,,,,,,11.0,2017.0,11.0,53.0,4.0,1.0,5.0,3.0,8.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202947.0,742961.0,35.028218466867024,32.78117886418824
13074,2017096059.0,1.0,1.0,2.0,4000.0,512.0,,67.0,,,,,,11.0,2017.0,2.0,30.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199207.0,747148.0,34.988206073703196,32.818870051722776
13076,2017096081.0,1.0,1.0,2.0,4000.0,1025.0,,2.0,,,,,,11.0,2017.0,7.0,65.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,201490.0,744341.0,35.01263962815911,32.793599370111224
13089,2017096171.0,1.0,1.0,2.0,4000.0,303.0,,14.0,,,,,,11.0,2017.0,7.0,8.0,4.0,5.0,4.0,2.0,10.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200906.0,745374.0,35.006384454214135,32.8029041243543
13097,2017096222.0,1.0,1.0,1.0,4000.0,210.0,205.0,,170131.0,,,,,11.0,2017.0,1.0,73.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206298.0,746545.0,35.063936577898474,32.81354072907716
13105,2017096273.0,1.0,1.0,2.0,4000.0,816.0,,39.0,,,,,,11.0,2017.0,7.0,63.0,4.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199424.0,745872.0,34.990550884261225,32.80736850927726
13116,2017096346.0,1.0,1.0,2.0,4000.0,915.0,,28.0,,,,,,11.0,2017.0,9.0,59.0,4.0,1.0,5.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199858.0,745091.0,34.99520128383919,32.80033415178441
13143,2017096588.0,1.0,1.0,2.0,4000.0,935.0,,8.0,,,,,,11.0,2017.0,12.0,94.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200493.0,745614.0,35.00197008450797,32.80506112679806
13171,2017096810.0,1.0,1.0,1.0,4000.0,880.0,875.0,,260526.0,,,,,11.0,2017.0,1.0,55.0,4.0,1.0,7.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200445.0,746057.0,35.00144851395489,32.80905477612792
13228,2017097189.0,1.0,1.0,1.0,4000.0,436.0,537.0,,18380256.0,,,,,11.0,2017.0,7.0,91.0,4.0,5.0,6.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198919.0,748436.0,34.985102108450555,32.83047840239945
13245,2017097355.0,1.0,1.0,2.0,4000.0,1300.0,,9999.0,,,,,,11.0,2017.0,9.0,79.0,4.0,5.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200673.0,744040.0,35.00392378507837,32.7908716233338
13260,2017097453.0,1.0,1.0,2.0,4000.0,110.0,,41.0,,,,,,11.0,2017.0,9.0,56.0,4.0,1.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205595.0,748428.0,35.05640180920065,32.83051088117549
13308,2017097874.0,1.0,1.0,2.0,4000.0,509.0,,9999.0,,,,,,11.0,2017.0,10.0,39.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,198347.0,748024.0,34.97900256010233,32.826752612936744
13310,2017097905.0,1.0,1.0,2.0,4000.0,309.0,,40.0,,,,,,11.0,2017.0,12.0,48.0,4.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200992.0,746040.0,35.007289393673254,32.808910819877404
13386,2017098390.0,1.0,1.0,1.0,4000.0,917.0,643.0,,18380370.0,,,,,11.0,2017.0,9.0,81.0,4.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,199152.0,744880.0,34.9876683942087,32.79841877019931
13404,2017098528.0,1.0,1.0,1.0,4000.0,551.0,552.0,,40321.0,,,,,11.0,2017.0,6.0,60.0,4.0,1.0,6.0,1.0,3.0,0.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196782.0,748059.0,34.962288290751474,32.82703699088818
13489,2017099073.0,1.0,1.0,2.0,4000.0,1084.0,,9999.0,,,,,,11.0,2017.0,5.0,51.0,2.0,1.0,3.0,3.0,8.0,0.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201325.0,743768.0,35.01088934979739,32.78842997082233
13496,2017099088.0,1.0,1.0,1.0,4000.0,726.0,811.0,,9490431.0,,,,,11.0,2017.0,9.0,87.0,4.0,5.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198369.0,746903.0,34.97926300838596,32.81664514903023
13534,2017099333.0,1.0,1.0,2.0,4000.0,1015.0,,9999.0,,,,,,11.0,2017.0,1.0,96.0,4.0,5.0,7.0,3.0,8.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202099.0,744686.0,35.01913459731424,32.796719989668034
13538,2017099362.0,1.0,1.0,2.0,4000.0,602.0,,9999.0,,,,,,11.0,2017.0,5.0,41.0,4.0,1.0,3.0,3.0,8.0,3.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,8.0,5.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200961.0,741737.0,35.00704410455186,32.77011053141253
13563,2017099551.0,1.0,1.0,2.0,4000.0,367.0,,9999.0,,,,,,11.0,2017.0,1.0,77.0,4.0,5.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,204872.0,746137.0,35.048716206529825,32.80984382480298
13567,2017099591.0,1.0,1.0,2.0,4000.0,865.0,,9999.0,,,,,,11.0,2017.0,9.0,35.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,11.0,5.0,1.0,9.0,9.0,9.0,3.0,2.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,200228.0,746520.0,34.999121919330705,32.813225812265486
13626,2017099992.0,1.0,1.0,1.0,4000.0,622.0,601.0,,210411.0,,,,,11.0,2017.0,11.0,28.0,4.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,4.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,199009.0,743396.0,34.986174391729826,32.785035045661566
16,2013000031.0,1.0,1.0,2.0,4000.0,875.0,,9999.0,,,,,,11.0,2013.0,3.0,1.0,4.0,5.0,1.0,2.0,1.0,9.0,0.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,3.0,2.0,2.0,3.0,31.0,311.0,0.0,13.0,3.0,200389.0,746110.0,35.0008494899351,32.80953170008154
21,2013000040.0,1.0,1.0,1.0,4000.0,509.0,520.0,,7560312.0,,,,,11.0,2013.0,5.0,1.0,4.0,5.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,198294.0,748053.0,34.978435884160355,32.82701308081723
108,2013000182.0,1.0,1.0,2.0,4000.0,1169.0,,9999.0,,,,,,11.0,2013.0,6.0,1.0,4.0,5.0,4.0,3.0,2.0,0.0,5.0,1.0,3.0,5.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201297.0,745567.0,35.01055525648521,32.804650916345224
128,2013000214.0,1.0,1.0,2.0,4000.0,635.0,,10.0,,,,,,11.0,2013.0,2.0,1.0,4.0,5.0,5.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198322.0,746739.0,34.97876486619269,32.81516548107854
172,2013000518.0,1.0,1.0,2.0,4000.0,1077.0,,9999.0,,,,,,11.0,2013.0,6.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202459.0,743209.0,35.023004973969485,32.7834076280622
240,2013000698.0,1.0,1.0,2.0,4000.0,625.0,,9999.0,,,,,,11.0,2013.0,9.0,1.0,4.0,5.0,2.0,3.0,11.0,0.0,3.0,1.0,1.0,2.0,3.0,6.0,1.0,3.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199040.0,744072.0,34.98649043925473,32.79113104684879
257,2013000793.0,1.0,1.0,1.0,4000.0,1125.0,1068.0,,18060412.0,,,,,11.0,2013.0,8.0,1.0,4.0,5.0,4.0,3.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201667.0,741329.0,35.014586880498,32.76644326053646
269,2013000819.0,1.0,1.0,1.0,4000.0,625.0,634.0,,8830422.0,,,,,11.0,2013.0,7.0,1.0,4.0,5.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198852.0,744653.0,34.984470596880634,32.79636635298788
280,2013000844.0,1.0,1.0,2.0,4000.0,354.0,,9999.0,,,,,,11.0,2013.0,2.0,1.0,4.0,5.0,5.0,2.0,9.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199496.0,747700.0,34.991280295604874,32.82385264764081
284,2013000856.0,1.0,1.0,2.0,4000.0,1068.0,,9999.0,,,,,,11.0,2013.0,8.0,1.0,4.0,5.0,6.0,3.0,3.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202446.0,741304.0,35.02290107991904,32.7662301558594
327,2013000976.0,1.0,1.0,1.0,4000.0,858.0,859.0,,170525.0,,,,,11.0,2013.0,11.0,2.0,4.0,5.0,2.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200127.0,746399.0,34.99804597310249,32.81213299781594
333,2013000985.0,1.0,1.0,1.0,4000.0,1116.0,,,,,,,,11.0,2013.0,6.0,2.0,4.0,5.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202800.0,742749.0,35.02665317682713,32.77926505736899
337,2013000998.0,1.0,1.0,2.0,4000.0,1012.0,,11.0,,,,,,11.0,2013.0,9.0,2.0,1.0,5.0,5.0,2.0,5.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201357.0,745152.0,35.0112039640575,32.80090989545888
388,2013001119.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2013.0,6.0,3.0,4.0,5.0,7.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
390,2013001133.0,1.0,1.0,2.0,4000.0,268.0,,9999.0,,,,,,11.0,2013.0,8.0,3.0,4.0,5.0,5.0,3.0,5.0,9.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,203688.0,743616.0,35.03611684970664,32.78709583039125
516,2013001450.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2013.0,6.0,5.0,4.0,5.0,4.0,3.0,8.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
535,2013001516.0,1.0,1.0,2.0,4000.0,1161.0,,9999.0,,,,,,11.0,2013.0,2.0,5.0,4.0,5.0,4.0,3.0,11.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196193.0,746758.0,34.95603069836289,32.815293765602114
566,2013001609.0,1.0,1.0,2.0,4000.0,348.0,,158.0,,,,,,11.0,2013.0,7.0,6.0,4.0,5.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199463.0,747842.0,34.99092482021993,32.8251324400255
573,2013001626.0,1.0,1.0,1.0,4000.0,185.0,195.0,,12240121.0,,,,,11.0,2013.0,12.0,6.0,4.0,5.0,4.0,3.0,4.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207291.0,746717.0,35.07453755463736,32.81510308404502
